Segmentation List:
1: X= 11 | Y= 34 | Pose= Vertical | Length= 759
2413: X= 477 | Y= 618 | Pose= Horizontal | Length= 2
2414: X= 477 | Y= 626 | Pose= Horizontal | Length= 2
2415: X= 478 | Y= 462 | Pose= Vertical | Length= 5
2416: X= 478 | Y= 463 | Pose= Horizontal | Length= 2
2417: X= 478 | Y= 485 | Pose= Vertical | Length= 1
2418: X= 478 | Y= 511 | Pose= Vertical | Length= 1
2419: X= 478 | Y= 513 | Pose= Vertical | Length= 4
2420: X= 478 | Y= 514 | Pose= Vertical | Length= 4
2421: X= 478 | Y= 536 | Pose= Vertical | Length= 7
2422: X= 478 | Y= 537 | Pose= Horizontal | Length= 2
2423: X= 478 | Y= 541 | Pose= Vertical | Length= 3
2424: X= 478 | Y= 552 | Pose= Vertical | Length= 3
2425: X= 478 | Y= 554 | Pose= Horizontal | Length= 3
2426: X= 478 | Y= 559 | Pose= Horizontal | Length= 3
2427: X= 478 | Y= 570 | Pose= Vertical | Length= 7
2428: X= 478 | Y= 578 | Pose= Vertical | Length= 3
2429: X= 478 | Y= 619 | Pose= Vertical | Length= 4
2430: X= 479 | Y= 464 | Pose= Vertical | Length= 4
2431: X= 479 | Y= 492 | Pose= Vertical | Length= 3
2432: X= 479 | Y= 493 | Pose= Vertical | Length= 1
2433: X= 479 | Y= 500 | Pose= Vertical | Length= 4
2434: X= 479 | Y= 512 | Pose= Vertical | Length= 2
2435: X= 479 | Y= 538 | Pose= Vertical | Length= 3
2436: X= 479 | Y= 546 | Pose= Vertical | Length= 3
2437: X= 479 | Y= 547 | Pose= Vertical | Length= 2
2438: X= 479 | Y= 556 | Pose= Vertical | Length= 5
2439: X= 479 | Y= 602 | Pose= Vertical | Length= 9
2440: X= 479 | Y= 614 | Pose= Vertical | Length= 8
2441: X= 480 | Y= 469 | Pose= Vertical | Length= 3
2442: X= 480 | Y= 470 | Pose= Horizontal | Length= 2
2443: X= 480 | Y= 540 | Pose= Vertical | Length= 2
2444: X= 480 | Y= 568 | Pose= Vertical | Length= 12
2445: X= 481 | Y= 455 | Pose= Vertical | Length= 6
2446: X= 481 | Y= 456 | Pose= Horizontal | Length= 4
2447: X= 481 | Y= 471 | Pose= Vertical | Length= 2
2448: X= 481 | Y= 480 | Pose= Vertical | Length= 6
2449: X= 481 | Y= 481 | Pose= Horizontal | Length= 4
2450: X= 481 | Y= 489 | Pose= Vertical | Length= 4
2451: X= 481 | Y= 491 | Pose= Vertical | Length= 3
2452: X= 481 | Y= 493 | Pose= Vertical | Length= 3
2453: X= 481 | Y= 494 | Pose= Horizontal | Length= 2
2454: X= 481 | Y= 516 | Pose= Vertical | Length= 2
2455: X= 481 | Y= 523 | Pose= Horizontal | Length= 4
2456: X= 481 | Y= 539 | Pose= Vertical | Length= 1
2457: X= 481 | Y= 543 | Pose= Vertical | Length= 1
2458: X= 481 | Y= 618 | Pose= Vertical | Length= 1
2459: X= 482 | Y= 459 | Pose= Horizontal | Length= 2
2460: X= 482 | Y= 463 | Pose= Vertical | Length= 1
2461: X= 482 | Y= 470 | Pose= Vertical | Length= 1
2462: X= 482 | Y= 475 | Pose= Vertical | Length= 5
2463: X= 482 | Y= 476 | Pose= Horizontal | Length= 4
2464: X= 482 | Y= 484 | Pose= Vertical | Length= 9
2465: X= 482 | Y= 495 | Pose= Vertical | Length= 2
2466: X= 482 | Y= 501 | Pose= Horizontal | Length= 4
2467: X= 482 | Y= 507 | Pose= Vertical | Length= 6
2468: X= 482 | Y= 510 | Pose= Vertical | Length= 5
2469: X= 482 | Y= 511 | Pose= Vertical | Length= 2
2470: X= 482 | Y= 517 | Pose= Vertical | Length= 1
2471: X= 482 | Y= 521 | Pose= Vertical | Length= 4
2472: X= 482 | Y= 526 | Pose= Vertical | Length= 3
2473: X= 482 | Y= 541 | Pose= Vertical | Length= 4
2474: X= 482 | Y= 559 | Pose= Horizontal | Length= 2
2475: X= 482 | Y= 603 | Pose= Vertical | Length= 6
2476: X= 482 | Y= 607 | Pose= Vertical | Length= 4
2477: X= 483 | Y= 361 | Pose= Vertical | Length= 11
2478: X= 483 | Y= 458 | Pose= Vertical | Length= 1
2479: X= 483 | Y= 460 | Pose= Vertical | Length= 2
2480: X= 483 | Y= 477 | Pose= Vertical | Length= 4
2481: X= 483 | Y= 478 | Pose= Vertical | Length= 2
2482: X= 483 | Y= 492 | Pose= Vertical | Length= 4
2483: X= 483 | Y= 494 | Pose= Vertical | Length= 1
2484: X= 483 | Y= 504 | Pose= Vertical | Length= 2
2485: X= 483 | Y= 512 | Pose= Vertical | Length= 5
2486: X= 483 | Y= 520 | Pose= Vertical | Length= 1
2487: X= 483 | Y= 551 | Pose= Vertical | Length= 3
2488: X= 483 | Y= 557 | Pose= Vertical | Length= 6
2489: X= 483 | Y= 560 | Pose= Vertical | Length= 5
2490: X= 483 | Y= 561 | Pose= Vertical | Length= 1
2491: X= 483 | Y= 608 | Pose= Vertical | Length= 1
2492: X= 484 | Y= 459 | Pose= Vertical | Length= 3
2493: X= 484 | Y= 479 | Pose= Vertical | Length= 1
2494: X= 484 | Y= 490 | Pose= Vertical | Length= 3
2495: X= 484 | Y= 505 | Pose= Horizontal | Length= 2
2496: X= 484 | Y= 508 | Pose= Vertical | Length= 2
2497: X= 484 | Y= 509 | Pose= Vertical | Length= 2
2498: X= 484 | Y= 515 | Pose= Vertical | Length= 3
2499: X= 484 | Y= 522 | Pose= Vertical | Length= 2
2500: X= 484 | Y= 525 | Pose= Vertical | Length= 4
2501: X= 484 | Y= 537 | Pose= Horizontal | Length= 3
2502: X= 484 | Y= 552 | Pose= Vertical | Length= 2
2503: X= 484 | Y= 571 | Pose= Vertical | Length= 10
2504: X= 485 | Y= 384 | Pose= Vertical | Length= 6
2505: X= 485 | Y= 539 | Pose= Vertical | Length= 2
2506: X= 486 | Y= 456 | Pose= Horizontal | Length= 3
2507: X= 486 | Y= 476 | Pose= Vertical | Length= 4
2508: X= 486 | Y= 478 | Pose= Horizontal | Length= 2
2509: X= 486 | Y= 486 | Pose= Horizontal | Length= 4
2510: X= 486 | Y= 491 | Pose= Vertical | Length= 1
2511: X= 486 | Y= 511 | Pose= Vertical | Length= 5
2512: X= 486 | Y= 513 | Pose= Vertical | Length= 2
2513: X= 486 | Y= 514 | Pose= Vertical | Length= 2
2514: X= 486 | Y= 520 | Pose= Vertical | Length= 1
2515: X= 486 | Y= 537 | Pose= Vertical | Length= 2
2516: X= 486 | Y= 538 | Pose= Vertical | Length= 1
2517: X= 486 | Y= 548 | Pose= Vertical | Length= 4
2518: X= 486 | Y= 612 | Pose= Horizontal | Length= 2
2519: X= 486 | Y= 615 | Pose= Vertical | Length= 3
2520: X= 487 | Y= 479 | Pose= Vertical | Length= 1
2521: X= 487 | Y= 482 | Pose= Vertical | Length= 4
2522: X= 487 | Y= 483 | Pose= Vertical | Length= 1
2523: X= 487 | Y= 485 | Pose= Horizontal | Length= 2
2524: X= 487 | Y= 489 | Pose= Vertical | Length= 4
2525: X= 487 | Y= 508 | Pose= Horizontal | Length= 2
2526: X= 487 | Y= 517 | Pose= Vertical | Length= 8
2527: X= 487 | Y= 522 | Pose= Vertical | Length= 2
2528: X= 487 | Y= 526 | Pose= Vertical | Length= 3
2529: X= 487 | Y= 536 | Pose= Vertical | Length= 3
2530: X= 487 | Y= 546 | Pose= Vertical | Length= 2
2531: X= 487 | Y= 547 | Pose= Vertical | Length= 1
2532: X= 487 | Y= 561 | Pose= Horizontal | Length= 2
2533: X= 487 | Y= 600 | Pose= Vertical | Length= 7
2534: X= 487 | Y= 601 | Pose= Vertical | Length= 7
2535: X= 487 | Y= 622 | Pose= Vertical | Length= 3
2536: X= 487 | Y= 623 | Pose= Horizontal | Length= 2
2537: X= 488 | Y= 486 | Pose= Vertical | Length= 1
2538: X= 488 | Y= 509 | Pose= Horizontal | Length= 2
2539: X= 488 | Y= 516 | Pose= Vertical | Length= 2
2540: X= 488 | Y= 518 | Pose= Horizontal | Length= 3
2541: X= 488 | Y= 544 | Pose= Vertical | Length= 2
2542: X= 488 | Y= 545 | Pose= Vertical | Length= 1
2543: X= 488 | Y= 552 | Pose= Horizontal | Length= 5
2544: X= 488 | Y= 562 | Pose= Vertical | Length= 4
2545: X= 488 | Y= 610 | Pose= Vertical | Length= 3
2546: X= 488 | Y= 611 | Pose= Vertical | Length= 3
2547: X= 488 | Y= 614 | Pose= Vertical | Length= 2
2548: X= 488 | Y= 624 | Pose= Vertical | Length= 2
2549: X= 489 | Y= 477 | Pose= Horizontal | Length= 2
2550: X= 489 | Y= 485 | Pose= Vertical | Length= 5
2551: X= 489 | Y= 487 | Pose= Vertical | Length= 2
2552: X= 489 | Y= 488 | Pose= Vertical | Length= 2
2553: X= 489 | Y= 512 | Pose= Horizontal | Length= 4
2554: X= 489 | Y= 520 | Pose= Vertical | Length= 6
2555: X= 489 | Y= 521 | Pose= Vertical | Length= 3
2556: X= 489 | Y= 523 | Pose= Vertical | Length= 3
2557: X= 489 | Y= 524 | Pose= Horizontal | Length= 2
2558: X= 489 | Y= 537 | Pose= Horizontal | Length= 4
2559: X= 489 | Y= 543 | Pose= Vertical | Length= 3
2560: X= 489 | Y= 549 | Pose= Horizontal | Length= 4
2561: X= 489 | Y= 602 | Pose= Vertical | Length= 2
2562: X= 489 | Y= 604 | Pose= Vertical | Length= 5
2563: X= 489 | Y= 608 | Pose= Vertical | Length= 6
2564: X= 489 | Y= 609 | Pose= Vertical | Length= 3
2565: X= 489 | Y= 613 | Pose= Vertical | Length= 5
2566: X= 489 | Y= 623 | Pose= Vertical | Length= 1
2567: X= 490 | Y= 385 | Pose= Horizontal | Length= 2
2568: X= 490 | Y= 478 | Pose= Vertical | Length= 4
2569: X= 490 | Y= 483 | Pose= Vertical | Length= 1
2570: X= 490 | Y= 490 | Pose= Vertical | Length= 7
2571: X= 490 | Y= 505 | Pose= Vertical | Length= 3
2572: X= 490 | Y= 506 | Pose= Horizontal | Length= 2
2573: X= 490 | Y= 510 | Pose= Vertical | Length= 3
2574: X= 490 | Y= 512 | Pose= Vertical | Length= 2
2575: X= 490 | Y= 540 | Pose= Vertical | Length= 3
2576: X= 491 | Y= 386 | Pose= Horizontal | Length= 2
2577: X= 491 | Y= 479 | Pose= Vertical | Length= 1
2578: X= 491 | Y= 507 | Pose= Vertical | Length= 2
2579: X= 491 | Y= 513 | Pose= Vertical | Length= 3
2580: X= 491 | Y= 522 | Pose= Vertical | Length= 1
2581: X= 491 | Y= 542 | Pose= Vertical | Length= 2
2582: X= 491 | Y= 563 | Pose= Vertical | Length= 2
2583: X= 491 | Y= 569 | Pose= Vertical | Length= 3
2584: X= 491 | Y= 582 | Pose= Vertical | Length= 2
2585: X= 491 | Y= 603 | Pose= Vertical | Length= 3
2586: X= 491 | Y= 605 | Pose= Horizontal | Length= 2
2587: X= 491 | Y= 612 | Pose= Vertical | Length= 1
2588: X= 492 | Y= 387 | Pose= Vertical | Length= 4
2589: X= 492 | Y= 480 | Pose= Vertical | Length= 1
2590: X= 492 | Y= 484 | Pose= Vertical | Length= 6
2591: X= 492 | Y= 489 | Pose= Vertical | Length= 1
2592: X= 492 | Y= 506 | Pose= Vertical | Length= 1
2593: X= 492 | Y= 511 | Pose= Vertical | Length= 2
2594: X= 492 | Y= 541 | Pose= Vertical | Length= 1
2595: X= 492 | Y= 556 | Pose= Horizontal | Length= 4
2596: X= 492 | Y= 564 | Pose= Horizontal | Length= 2
2597: X= 493 | Y= 362 | Pose= Vertical | Length= 16
2598: X= 493 | Y= 479 | Pose= Vertical | Length= 2
2599: X= 493 | Y= 482 | Pose= Vertical | Length= 2
2600: X= 493 | Y= 483 | Pose= Vertical | Length= 1
2601: X= 493 | Y= 486 | Pose= Vertical | Length= 5
2602: X= 493 | Y= 487 | Pose= Horizontal | Length= 2
2603: X= 493 | Y= 512 | Pose= Vertical | Length= 1
2604: X= 493 | Y= 556 | Pose= Vertical | Length= 2
2605: X= 493 | Y= 559 | Pose= Vertical | Length= 2
2606: X= 493 | Y= 565 | Pose= Horizontal | Length= 2
2607: X= 493 | Y= 570 | Pose= Vertical | Length= 1
2608: X= 493 | Y= 612 | Pose= Vertical | Length= 2
2609: X= 494 | Y= 480 | Pose= Horizontal | Length= 2
2610: X= 494 | Y= 488 | Pose= Vertical | Length= 3
2611: X= 494 | Y= 518 | Pose= Horizontal | Length= 2
2612: X= 494 | Y= 557 | Pose= Horizontal | Length= 2
2613: X= 494 | Y= 566 | Pose= Horizontal | Length= 2
2614: X= 494 | Y= 607 | Pose= Vertical | Length= 3
2615: X= 494 | Y= 609 | Pose= Horizontal | Length= 3
2616: X= 495 | Y= 388 | Pose= Vertical | Length= 6
2617: X= 495 | Y= 560 | Pose= Vertical | Length= 3
2618: X= 495 | Y= 561 | Pose= Horizontal | Length= 2
2619: X= 495 | Y= 567 | Pose= Vertical | Length= 6
2620: X= 496 | Y= 476 | Pose= Horizontal | Length= 5
2621: X= 496 | Y= 489 | Pose= Vertical | Length= 1
2622: X= 496 | Y= 562 | Pose= Horizontal | Length= 5
2623: X= 496 | Y= 568 | Pose= Vertical | Length= 3
2624: X= 496 | Y= 600 | Pose= Vertical | Length= 3
2625: X= 496 | Y= 601 | Pose= Vertical | Length= 3
2626: X= 496 | Y= 608 | Pose= Horizontal | Length= 5
2627: X= 497 | Y= 476 | Pose= Vertical | Length= 2
2628: X= 497 | Y= 480 | Pose= Vertical | Length= 2
2629: X= 497 | Y= 485 | Pose= Vertical | Length= 1
2630: X= 497 | Y= 561 | Pose= Vertical | Length= 4
2631: X= 497 | Y= 564 | Pose= Vertical | Length= 2
2632: X= 497 | Y= 565 | Pose= Vertical | Length= 3
2633: X= 497 | Y= 569 | Pose= Vertical | Length= 5
2634: X= 497 | Y= 570 | Pose= Vertical | Length= 3
2635: X= 497 | Y= 584 | Pose= Vertical | Length= 2
2636: X= 497 | Y= 598 | Pose= Vertical | Length= 2
2637: X= 497 | Y= 599 | Pose= Vertical | Length= 2
2638: X= 497 | Y= 609 | Pose= Vertical | Length= 5
2639: X= 497 | Y= 612 | Pose= Vertical | Length= 5
2640: X= 498 | Y= 477 | Pose= Horizontal | Length= 3
2641: X= 498 | Y= 536 | Pose= Vertical | Length= 3
2642: X= 498 | Y= 537 | Pose= Horizontal | Length= 2
2643: X= 498 | Y= 563 | Pose= Vertical | Length= 3
2644: X= 498 | Y= 572 | Pose= Vertical | Length= 3
2645: X= 498 | Y= 582 | Pose= Horizontal | Length= 2
2646: X= 498 | Y= 608 | Pose= Vertical | Length= 11
2647: X= 498 | Y= 610 | Pose= Horizontal | Length= 2
2648: X= 499 | Y= 538 | Pose= Vertical | Length= 4
2649: X= 499 | Y= 562 | Pose= Vertical | Length= 2
2650: X= 499 | Y= 566 | Pose= Vertical | Length= 3
2651: X= 499 | Y= 571 | Pose= Vertical | Length= 3
2652: X= 499 | Y= 573 | Pose= Horizontal | Length= 3
2653: X= 499 | Y= 603 | Pose= Horizontal | Length= 4
2654: X= 500 | Y= 389 | Pose= Vertical | Length= 3
2655: X= 500 | Y= 535 | Pose= Vertical | Length= 3
2656: X= 500 | Y= 560 | Pose= Vertical | Length= 6
2657: X= 500 | Y= 564 | Pose= Vertical | Length= 3
2658: X= 500 | Y= 573 | Pose= Horizontal | Length= 3
2659: X= 500 | Y= 603 | Pose= Vertical | Length= 2
2660: X= 500 | Y= 606 | Pose= Vertical | Length= 2
2661: X= 501 | Y= 521 | Pose= Horizontal | Length= 6
2662: X= 501 | Y= 565 | Pose= Vertical | Length= 2
2663: X= 501 | Y= 568 | Pose= Vertical | Length= 1
2664: X= 501 | Y= 570 | Pose= Vertical | Length= 1
2665: X= 501 | Y= 604 | Pose= Vertical | Length= 2
2666: X= 501 | Y= 605 | Pose= Vertical | Length= 1
2667: X= 501 | Y= 610 | Pose= Horizontal | Length= 2
2668: X= 502 | Y= 388 | Pose= Vertical | Length= 2
2669: X= 502 | Y= 521 | Pose= Vertical | Length= 2
2670: X= 502 | Y= 526 | Pose= Horizontal | Length= 3
2671: X= 502 | Y= 536 | Pose= Horizontal | Length= 2
2672: X= 502 | Y= 548 | Pose= Vertical | Length= 4
2673: X= 502 | Y= 549 | Pose= Horizontal | Length= 3
2674: X= 502 | Y= 561 | Pose= Vertical | Length= 1
2675: X= 503 | Y= 363 | Pose= Vertical | Length= 1
2676: X= 503 | Y= 387 | Pose= Vertical | Length= 10
2677: X= 503 | Y= 522 | Pose= Vertical | Length= 2
2678: X= 503 | Y= 528 | Pose= Vertical | Length= 3
2679: X= 503 | Y= 546 | Pose= Vertical | Length= 4
2680: X= 503 | Y= 547 | Pose= Vertical | Length= 1
2681: X= 503 | Y= 551 | Pose= Vertical | Length= 3
2682: X= 503 | Y= 572 | Pose= Vertical | Length= 3
2683: X= 503 | Y= 605 | Pose= Vertical | Length= 3
2684: X= 503 | Y= 606 | Pose= Vertical | Length= 3
2685: X= 504 | Y= 523 | Pose= Horizontal | Length= 2
2686: X= 504 | Y= 526 | Pose= Vertical | Length= 4
2687: X= 504 | Y= 549 | Pose= Vertical | Length= 2
2688: X= 504 | Y= 550 | Pose= Vertical | Length= 2
2689: X= 504 | Y= 561 | Pose= Vertical | Length= 3
2690: X= 504 | Y= 573 | Pose= Vertical | Length= 2
2691: X= 505 | Y= 524 | Pose= Vertical | Length= 4
2692: X= 505 | Y= 529 | Pose= Horizontal | Length= 3
2693: X= 505 | Y= 552 | Pose= Vertical | Length= 8
2694: X= 505 | Y= 558 | Pose= Vertical | Length= 2
2695: X= 505 | Y= 559 | Pose= Vertical | Length= 1
2696: X= 506 | Y= 356 | Pose= Horizontal | Length= 5
2697: X= 506 | Y= 525 | Pose= Vertical | Length= 1
2698: X= 506 | Y= 531 | Pose= Vertical | Length= 3
2699: X= 506 | Y= 547 | Pose= Vertical | Length= 3
2700: X= 506 | Y= 557 | Pose= Vertical | Length= 2
2701: X= 506 | Y= 571 | Pose= Vertical | Length= 2
2702: X= 506 | Y= 576 | Pose= Vertical | Length= 2
2703: X= 506 | Y= 611 | Pose= Vertical | Length= 7
2704: X= 506 | Y= 612 | Pose= Horizontal | Length= 2
2705: X= 507 | Y= 356 | Pose= Vertical | Length= 2
2706: X= 507 | Y= 360 | Pose= Vertical | Length= 2
2707: X= 507 | Y= 471 | Pose= Horizontal | Length= 7
2708: X= 507 | Y= 548 | Pose= Vertical | Length= 2
2709: X= 507 | Y= 555 | Pose= Vertical | Length= 4
2710: X= 507 | Y= 556 | Pose= Vertical | Length= 1
2711: X= 507 | Y= 572 | Pose= Vertical | Length= 1
2712: X= 507 | Y= 577 | Pose= Vertical | Length= 4
2713: X= 507 | Y= 613 | Pose= Vertical | Length= 7
2714: X= 507 | Y= 743 | Pose= Vertical | Length= 14
2715: X= 507 | Y= 744 | Pose= Horizontal | Length= 3
2716: X= 508 | Y= 357 | Pose= Horizontal | Length= 3
2717: X= 508 | Y= 361 | Pose= Vertical | Length= 4
2718: X= 508 | Y= 363 | Pose= Vertical | Length= 1
2719: X= 508 | Y= 471 | Pose= Vertical | Length= 4
2720: X= 508 | Y= 477 | Pose= Horizontal | Length= 3
2721: X= 508 | Y= 525 | Pose= Vertical | Length= 3
2722: X= 508 | Y= 530 | Pose= Vertical | Length= 2
2723: X= 508 | Y= 539 | Pose= Horizontal | Length= 8
2724: X= 508 | Y= 549 | Pose= Vertical | Length= 3
2725: X= 508 | Y= 550 | Pose= Vertical | Length= 3
2726: X= 508 | Y= 553 | Pose= Horizontal | Length= 2
2727: X= 508 | Y= 564 | Pose= Vertical | Length= 4
2728: X= 508 | Y= 565 | Pose= Vertical | Length= 2
2729: X= 508 | Y= 578 | Pose= Vertical | Length= 3
2730: X= 508 | Y= 605 | Pose= Vertical | Length= 4
2731: X= 508 | Y= 606 | Pose= Vertical | Length= 2
2732: X= 508 | Y= 609 | Pose= Vertical | Length= 12
2733: X= 508 | Y= 746 | Pose= Horizontal | Length= 2
2734: X= 509 | Y= 364 | Pose= Vertical | Length= 3
2735: X= 509 | Y= 365 | Pose= Vertical | Length= 14
2736: X= 509 | Y= 475 | Pose= Vertical | Length= 4
2737: X= 509 | Y= 479 | Pose= Vertical | Length= 3
2738: X= 509 | Y= 526 | Pose= Horizontal | Length= 4
2739: X= 509 | Y= 539 | Pose= Vertical | Length= 2
2740: X= 509 | Y= 542 | Pose= Vertical | Length= 2
2741: X= 509 | Y= 543 | Pose= Vertical | Length= 2
2742: X= 509 | Y= 551 | Pose= Vertical | Length= 2
2743: X= 509 | Y= 554 | Pose= Vertical | Length= 2
2744: X= 509 | Y= 556 | Pose= Horizontal | Length= 3
2745: X= 509 | Y= 566 | Pose= Vertical | Length= 3
2746: X= 509 | Y= 607 | Pose= Vertical | Length= 3
2747: X= 509 | Y= 612 | Pose= Vertical | Length= 2
2748: X= 509 | Y= 747 | Pose= Vertical | Length= 6
2749: X= 510 | Y= 498 | Pose= Horizontal | Length= 5
2750: X= 510 | Y= 522 | Pose= Horizontal | Length= 3
2751: X= 510 | Y= 526 | Pose= Horizontal | Length= 2
2752: X= 510 | Y= 535 | Pose= Horizontal | Length= 4
2753: X= 510 | Y= 556 | Pose= Horizontal | Length= 3
2754: X= 511 | Y= 362 | Pose= Horizontal | Length= 2
2755: X= 511 | Y= 472 | Pose= Horizontal | Length= 2
2756: X= 511 | Y= 476 | Pose= Horizontal | Length= 3
2757: X= 511 | Y= 498 | Pose= Vertical | Length= 2
2758: X= 511 | Y= 502 | Pose= Vertical | Length= 2
2759: X= 511 | Y= 514 | Pose= Vertical | Length= 4
2760: X= 511 | Y= 515 | Pose= Horizontal | Length= 3
2761: X= 511 | Y= 519 | Pose= Horizontal | Length= 4
2762: X= 511 | Y= 527 | Pose= Vertical | Length= 7
2763: X= 511 | Y= 534 | Pose= Vertical | Length= 3
2764: X= 511 | Y= 535 | Pose= Vertical | Length= 1
2765: X= 511 | Y= 565 | Pose= Vertical | Length= 1
2766: X= 511 | Y= 606 | Pose= Vertical | Length= 1
2767: X= 511 | Y= 746 | Pose= Vertical | Length= 1
2768: X= 512 | Y= 388 | Pose= Vertical | Length= 10
2769: X= 512 | Y= 473 | Pose= Horizontal | Length= 2
2770: X= 512 | Y= 496 | Pose= Vertical | Length= 2
2771: X= 512 | Y= 497 | Pose= Vertical | Length= 1
2772: X= 512 | Y= 499 | Pose= Vertical | Length= 1
2773: X= 512 | Y= 501 | Pose= Vertical | Length= 2
2774: X= 512 | Y= 503 | Pose= Horizontal | Length= 8
2775: X= 512 | Y= 517 | Pose= Vertical | Length= 3
2776: X= 512 | Y= 519 | Pose= Vertical | Length= 2
2777: X= 512 | Y= 525 | Pose= Horizontal | Length= 2
2778: X= 512 | Y= 542 | Pose= Vertical | Length= 3
2779: X= 512 | Y= 544 | Pose= Horizontal | Length= 3
2780: X= 512 | Y= 576 | Pose= Vertical | Length= 1
2781: X= 512 | Y= 580 | Pose= Vertical | Length= 2
2782: X= 512 | Y= 581 | Pose= Vertical | Length= 2
2783: X= 512 | Y= 612 | Pose= Vertical | Length= 5
2784: X= 513 | Y= 485 | Pose= Horizontal | Length= 11
2785: X= 513 | Y= 506 | Pose= Vertical | Length= 2
2786: X= 513 | Y= 507 | Pose= Vertical | Length= 2
2787: X= 513 | Y= 510 | Pose= Vertical | Length= 4
2788: X= 513 | Y= 515 | Pose= Vertical | Length= 2
2789: X= 513 | Y= 516 | Pose= Vertical | Length= 2
2790: X= 513 | Y= 518 | Pose= Vertical | Length= 1
2791: X= 513 | Y= 520 | Pose= Horizontal | Length= 3
2792: X= 513 | Y= 531 | Pose= Vertical | Length= 4
2793: X= 513 | Y= 532 | Pose= Horizontal | Length= 2
2794: X= 513 | Y= 535 | Pose= Vertical | Length= 6
2795: X= 513 | Y= 537 | Pose= Vertical | Length= 6
2796: X= 513 | Y= 540 | Pose= Vertical | Length= 2
2797: X= 513 | Y= 541 | Pose= Vertical | Length= 4
2798: X= 513 | Y= 543 | Pose= Vertical | Length= 6
2799: X= 513 | Y= 544 | Pose= Horizontal | Length= 4
2800: X= 513 | Y= 577 | Pose= Horizontal | Length= 3
2801: X= 513 | Y= 614 | Pose= Vertical | Length= 13
2802: X= 514 | Y= 465 | Pose= Horizontal | Length= 5
2803: X= 514 | Y= 474 | Pose= Vertical | Length= 3
2804: X= 514 | Y= 475 | Pose= Horizontal | Length= 2
2805: X= 514 | Y= 480 | Pose= Vertical | Length= 6
2806: X= 514 | Y= 481 | Pose= Horizontal | Length= 5
2807: X= 514 | Y= 489 | Pose= Vertical | Length= 1
2808: X= 514 | Y= 504 | Pose= Vertical | Length= 4
2809: X= 514 | Y= 505 | Pose= Vertical | Length= 1
2810: X= 514 | Y= 508 | Pose= Horizontal | Length= 2
2811: X= 514 | Y= 511 | Pose= Horizontal | Length= 3
2812: X= 514 | Y= 520 | Pose= Vertical | Length= 1
2813: X= 514 | Y= 525 | Pose= Vertical | Length= 3
2814: X= 514 | Y= 528 | Pose= Horizontal | Length= 3
2815: X= 514 | Y= 538 | Pose= Horizontal | Length= 2
2816: X= 514 | Y= 546 | Pose= Vertical | Length= 4
2817: X= 514 | Y= 547 | Pose= Horizontal | Length= 2
2818: X= 514 | Y= 577 | Pose= Horizontal | Length= 3
2819: X= 514 | Y= 746 | Pose= Vertical | Length= 4
2820: X= 514 | Y= 748 | Pose= Vertical | Length= 4
2821: X= 515 | Y= 465 | Pose= Vertical | Length= 3
2822: X= 515 | Y= 469 | Pose= Vertical | Length= 2
2823: X= 515 | Y= 476 | Pose= Vertical | Length= 2
2824: X= 515 | Y= 496 | Pose= Horizontal | Length= 6
2825: X= 515 | Y= 512 | Pose= Vertical | Length= 2
2826: X= 515 | Y= 522 | Pose= Vertical | Length= 8
2827: X= 515 | Y= 523 | Pose= Vertical | Length= 2
2828: X= 515 | Y= 524 | Pose= Vertical | Length= 2
2829: X= 515 | Y= 526 | Pose= Vertical | Length= 8
2830: X= 515 | Y= 530 | Pose= Vertical | Length= 3
2831: X= 515 | Y= 532 | Pose= Vertical | Length= 6
2832: X= 515 | Y= 533 | Pose= Horizontal | Length= 2
2833: X= 515 | Y= 536 | Pose= Vertical | Length= 2
2834: X= 516 | Y= 470 | Pose= Horizontal | Length= 4
2835: X= 516 | Y= 477 | Pose= Horizontal | Length= 3
2836: X= 516 | Y= 496 | Pose= Vertical | Length= 2
2837: X= 516 | Y= 501 | Pose= Vertical | Length= 2
2838: X= 516 | Y= 509 | Pose= Vertical | Length= 3
2839: X= 516 | Y= 611 | Pose= Vertical | Length= 4
2840: X= 517 | Y= 460 | Pose= Horizontal | Length= 5
2841: X= 517 | Y= 479 | Pose= Vertical | Length= 5
2842: X= 517 | Y= 487 | Pose= Vertical | Length= 3
2843: X= 517 | Y= 488 | Pose= Vertical | Length= 3
2844: X= 517 | Y= 489 | Pose= Vertical | Length= 1
2845: X= 517 | Y= 491 | Pose= Vertical | Length= 7
2846: X= 517 | Y= 492 | Pose= Horizontal | Length= 4
2847: X= 517 | Y= 502 | Pose= Horizontal | Length= 2
2848: X= 517 | Y= 517 | Pose= Horizontal | Length= 3
2849: X= 517 | Y= 538 | Pose= Horizontal | Length= 3
2850: X= 517 | Y= 542 | Pose= Vertical | Length= 2
2851: X= 517 | Y= 547 | Pose= Vertical | Length= 1
2852: X= 517 | Y= 744 | Pose= Vertical | Length= 2
2853: X= 517 | Y= 745 | Pose= Vertical | Length= 2
2854: X= 517 | Y= 749 | Pose= Vertical | Length= 6
2855: X= 518 | Y= 447 | Pose= Horizontal | Length= 14
2856: X= 518 | Y= 477 | Pose= Vertical | Length= 4
2857: X= 518 | Y= 478 | Pose= Vertical | Length= 1
2858: X= 518 | Y= 481 | Pose= Horizontal | Length= 6
